time_s,CH1_V,CH2_V
9.900018963429387930e-04,8.627450980392157298e-01,0.000000000000000000e+00
9.900038963428822291e-04,9.019607843137255054e-01,0.000000000000000000e+00
9.900058963428256652e-04,9.019607843137255054e-01,0.000000000000000000e+00
9.900078963427691014e-04,9.411764705882352811e-01,7.843137254901960675e-02
9.900098963427125375e-04,8.627450980392157298e-01,-3.921568627450980338e-02
9.900118963426559737e-04,9.019607843137255054e-01,7.843137254901960675e-02
9.900138963425994098e-04,9.411764705882352811e-01,0.000000000000000000e+00
9.900158963425428459e-04,9.411764705882352811e-01,-7.843137254901960675e-02
9.900178963424862821e-04,8.235294117647058432e-01,7.843137254901960675e-02
9.900198963424297182e-04,9.019607843137255054e-01,0.000000000000000000e+00
9.900218963423731543e-04,9.019607843137255054e-01,7.843137254901960675e-02
9.900238963423165905e-04,9.411764705882352811e-01,3.921568627450980338e-02
9.900258963422600266e-04,8.627450980392157298e-01,-3.921568627450980338e-02
9.900278963422034628e-04,8.235294117647058432e-01,7.843137254901960675e-02
9.900298963421468989e-04,9.019607843137255054e-01,-3.921568627450980338e-02
9.900318963420903350e-04,9.411764705882352811e-01,3.921568627450980338e-02
9.900338963420337712e-04,8.627450980392157298e-01,0.000000000000000000e+00
9.900358963419772073e-04,9.019607843137255054e-01,0.000000000000000000e+00
9.900378963419206434e-04,9.019607843137255054e-01,7.843137254901960675e-02
9.900398963418640796e-04,9.411764705882352811e-01,-7.843137254901960675e-02
9.900418963418075157e-04,8.627450980392157298e-01,3.921568627450980338e-02
9.900438963417509518e-04,9.019607843137255054e-01,0.000000000000000000e+00
9.900458963416943880e-04,9.019607843137255054e-01,3.921568627450980338e-02
9.900478963416378241e-04,9.019607843137255054e-01,3.921568627450980338e-02
9.900498963415812603e-04,8.235294117647058432e-01,-7.843137254901960675e-02
9.900518963415246964e-04,8.627450980392157298e-01,7.843137254901960675e-02
9.900538963414681325e-04,9.019607843137255054e-01,0.000000000000000000e+00
9.900558963414115687e-04,9.411764705882352811e-01,-3.921568627450980338e-02
9.900578963413550048e-04,8.627450980392157298e-01,7.843137254901960675e-02
9.900598963412984409e-04,9.019607843137255054e-01,-1.568627450980392135e-01
9.900618963412418771e-04,8.627450980392157298e-01,1.176470588235294101e-01
9.900638963411853132e-04,9.411764705882352811e-01,0.000000000000000000e+00
9.900658963411287494e-04,8.627450980392157298e-01,-3.921568627450980338e-02
9.900678963410721855e-04,9.019607843137255054e-01,7.843137254901960675e-02
9.900698963410156216e-04,9.411764705882352811e-01,-3.921568627450980338e-02
9.900718963409590578e-04,9.411764705882352811e-01,3.921568627450980338e-02
9.900738963409024939e-04,9.019607843137255054e-01,3.921568627450980338e-02
9.900758963408459300e-04,9.019607843137255054e-01,-7.843137254901960675e-02
9.900778963407893662e-04,8.627450980392157298e-01,7.843137254901960675e-02
9.900798963407328023e-04,9.411764705882352811e-01,-7.843137254901960675e-02
9.900818963406762385e-04,8.627450980392157298e-01,3.921568627450980338e-02
9.900838963406196746e-04,9.019607843137255054e-01,0.000000000000000000e+00
9.900858963405631107e-04,9.019607843137255054e-01,0.000000000000000000e+00
9.900878963405065469e-04,9.411764705882352811e-01,7.843137254901960675e-02
9.900898963404499830e-04,8.627450980392157298e-01,-7.843137254901960675e-02
9.900918963403934191e-04,8.627450980392157298e-01,3.921568627450980338e-02
9.900938963403368553e-04,9.019607843137255054e-01,0.000000000000000000e+00
9.900958963402802914e-04,9.411764705882352811e-01,-3.921568627450980338e-02
9.900978963402237275e-04,8.235294117647058432e-01,7.843137254901960675e-02
9.900998963401671637e-04,8.627450980392157298e-01,-1.568627450980392135e-01
9.901018963401105998e-04,9.019607843137255054e-01,1.568627450980392135e-01
9.901038963400540360e-04,9.411764705882352811e-01,0.000000000000000000e+00
9.901058963399974721e-04,8.627450980392157298e-01,0.000000000000000000e+00
9.901078963399409082e-04,8.627450980392157298e-01,7.843137254901960675e-02
9.901098963398843444e-04,9.019607843137255054e-01,-1.568627450980392135e-01
9.901118963398277805e-04,9.411764705882352811e-01,7.843137254901960675e-02
9.901138963397712166e-04,8.235294117647058432e-01,3.921568627450980338e-02
9.901158963397146528e-04,9.019607843137255054e-01,0.000000000000000000e+00
9.901178963396580889e-04,9.019607843137255054e-01,7.843137254901960675e-02
9.901198963396015251e-04,9.411764705882352811e-01,-7.843137254901960675e-02
9.901218963395449612e-04,8.235294117647058432e-01,0.000000000000000000e+00
9.901238963394883973e-04,8.627450980392157298e-01,0.000000000000000000e+00
9.901258963394318335e-04,9.019607843137255054e-01,0.000000000000000000e+00
9.901278963393752696e-04,9.411764705882352811e-01,7.843137254901960675e-02
9.901298963393187057e-04,8.627450980392157298e-01,-7.843137254901960675e-02
9.901318963392621419e-04,9.019607843137255054e-01,7.843137254901960675e-02
9.901338963392055780e-04,8.627450980392157298e-01,0.000000000000000000e+00
9.901358963391490142e-04,9.411764705882352811e-01,-3.921568627450980338e-02
9.901378963390924503e-04,8.627450980392157298e-01,7.843137254901960675e-02
9.901398963390358864e-04,8.235294117647058432e-01,-1.568627450980392135e-01
9.901418963389793226e-04,8.627450980392157298e-01,1.176470588235294101e-01
9.901438963389227587e-04,9.411764705882352811e-01,3.921568627450980338e-02
9.901458963388661948e-04,9.019607843137255054e-01,-3.921568627450980338e-02
9.901478963388096310e-04,8.627450980392157298e-01,7.843137254901960675e-02
9.901498963387530671e-04,9.411764705882352811e-01,-7.843137254901960675e-02
9.901518963386965032e-04,9.411764705882352811e-01,3.921568627450980338e-02
9.901538963386399394e-04,8.627450980392157298e-01,3.921568627450980338e-02
9.901558963385833755e-04,9.019607843137255054e-01,0.000000000000000000e+00
9.901578963385268117e-04,9.411764705882352811e-01,1.176470588235294101e-01
9.901598963384702478e-04,9.411764705882352811e-01,-7.843137254901960675e-02
9.901618963384136839e-04,8.627450980392157298e-01,0.000000000000000000e+00
9.901638963383571201e-04,8.627450980392157298e-01,3.921568627450980338e-02
9.901658963383005562e-04,9.019607843137255054e-01,3.921568627450980338e-02
9.901678963382439923e-04,9.411764705882352811e-01,7.843137254901960675e-02
9.901698963381874285e-04,8.627450980392157298e-01,-7.843137254901960675e-02
9.901718963381308646e-04,8.627450980392157298e-01,7.843137254901960675e-02
9.901738963380743008e-04,8.627450980392157298e-01,0.000000000000000000e+00
9.901758963380177369e-04,9.019607843137255054e-01,-3.921568627450980338e-02
